fileName,meta_tags,meta_keywords,max_keyword_length,min_keyword_length,descriptor_words,words_alt_images,avgNoOfWordsInLink,total_links,image_links,total_images,alt_images,div,paragraphs,tables,total_headings,link_headings,class
prepare_soup_110.html,19,0,0,0,1,292,3.1666666666666634,90,20,38,38,123,68,0,30,0,
prepare_soup_111.html,27,0,0,0,1,365,2.3894230769230793,208,43,60,58,77,103,0,28,0,
prepare_soup_112.html,24,0,0,0,1,181,145.84892086330925,278,14,30,30,345,38,0,50,0,
prepare_soup_113.html,23,0,0,0,1,108,129.63888888888886,216,20,22,22,206,8,0,37,0,
prepare_soup_115.html,40,0,0,0,1,283,2.243767313019394,361,60,97,91,751,252,0,80,52,
prepare_soup_116.html,3,0,0,0,1,44,1.777777777777777,99,6,40,40,72,0,6,1,0,
prepare_soup_117.html,21,0,0,0,1,0,6.916666666666665,36,0,0,0,78,15,0,11,5,
prepare_soup_118.html,25,0,0,0,1,43,10.546666666666674,225,1,7,6,205,15,0,38,4,
prepare_soup_119.html,23,0,0,0,1,24,2.863636363636362,66,2,7,6,123,16,0,18,0,
prepare_soup_12.html,39,0,0,0,1,9,7.407766990291271,103,4,7,5,99,19,0,11,0,
prepare_soup_124.html,21,0,0,0,1,17,12.473684210526319,38,2,17,16,189,20,0,19,6,
prepare_soup_126.html,35,0,0,0,1,22,1.7399999999999993,150,0,7,6,128,13,0,12,0,
prepare_soup_128.html,21,0,0,0,1,0,7.12121212121212,33,0,0,0,74,12,0,13,5,
prepare_soup_13.html,23,0,0,0,2,67,2.3425925925925903,108,30,59,45,138,50,0,16,0,
prepare_soup_131.html,3,0,0,0,1,44,1.8163265306122442,98,6,40,40,71,0,5,1,0,
prepare_soup_132.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
prepare_soup_134.html,24,0,0,0,1,176,140.79649122807038,285,14,30,30,354,27,0,54,0,
prepare_soup_135.html,21,0,0,0,1,25,121.05905511811025,254,3,5,4,181,13,0,30,0,
